Year,Reg,Group,Sex,PopD5a0,PopD5a1,PopD5a5,PopD5a10,PopD5a15,PopD5a20,PopD5a25,PopD5a30,PopD5a35,PopD5a40,PopD5a45,PopD5a50,PopD5a55,PopD5a60,PopD5a65,PopD5a70,PopD5a75,PopD5a80,PopD5a85
2015,1199,R,F,378,1634,1946,1621,1188,1130,1992,2007,1901,1705,1539,1715,1878,1828,1273,673,804,353,250
2015,1177,T,B,701,2820,3613,3624,2937,2436,3934,4698,4460,4274,3915,4531,3874,2488,1207,468,284,57,32
2015,1177,T,M,347,1452,1853,1839,1488,1234,2155,2487,2325,2225,2003,2328,1930,1142,534,182,99,17,9
2015,1177,T,F,354,1368,1760,1786,1449,1202,1779,2211,2135,2049,1913,2204,1944,1346,673,286,186,40,23
2015,1177,U,B,409,1709,2138,2071,1972,1768,2670,3434,3279,3127,2782,3193,2861,1855,851,294,170,27,17
2015,1177,U,M,207,884,1096,1051,970,827,1501,1817,1716,1662,1438,1647,1429,872,388,114,53,8,2
2015,1177,U,F,202,825,1042,1020,1003,941,1170,1617,1563,1466,1344,1546,1432,983,463,180,117,20,15
2015,1177,R,B,292,1111,1476,1554,965,669,1264,1265,1181,1147,1134,1339,1013,633,356,174,115,30,15
2015,1177,R,M,141,568,757,788,519,408,654,671,609,564,565,681,501,270,146,68,46,10,7
2015,1177,R,F,152,543,719,766,447,261,610,594,572,583,569,658,512,363,210,106,69,20,9
2015,643,T,B,1930824,7456229,8111049,7189926,6779918,8868958,12516038,12155859,10991164,10170844,9166616,10656698,10982642,9352258,6845558,3665009,5089288,2457751,2019376
2015,643,T,M,992699,3830446,4154764,3681901,3469933,4525770,6334039,6073019,5385851,4923076,4370332,4918828,4837047,3850924,2639347,1237570,1525029,647558,436007
2015,643,T,F,938125,3625783,3956285,3508025,3309985,4343189,6181999,6082840,5605313,5247768,4796284,5737871,6145595,5501335,4206211,2427439,3564259,1810194,1583369
2015,643,U,B,1413369,5308712,5740332,5056284,4860439,6816468,9663080,9441205,8455865,7708653,6710784,7686512,7932621,6894100,5194906,2713291,3674197,1733622,1465392
2015,643,U,M,726816,2728214,2941244,2588626,2474118,3423482,4801358,4655652,4100457,3695909,3151502,3462830,3384022,2753462,1954932,908594,1085233,448545,321307
2015,643,U,F,686553,2580498,2799088,2467658,2386321,3392986,4861723,4785554,4355409,4012744,3559282,4223682,4548599,4140638,3239974,1804697,2588965,1285077,1144085
2015,643,R,B,517455,2147517,2370717,2133642,1919479,2052491,2852958,2714654,2535299,2462192,2455832,2970186,3050021,2458159,1650652,951718,1415091,724130,553984
2015,643,R,M,265884,1102232,1213520,1093275,995815,1102288,1532682,1417368,1285395,1227168,1218830,1455998,1453025,1097462,684415,328976,439797,199013,114701
2015,643,R,F,251572,1045286,1157198,1040367,923664,950203,1320277,1297286,1249904,1235024,1237002,1514189,1596996,1360697,966237,622742,975295,525117,439284
2015,4000,T,B,207022,207022,792368,897224,789164,746171,1008345,1352272,1322455,1195468,1113416,1010935,1174109,1204263,1077321,802792,471184,666562,265856
2015,4000,T,M,0,106297,408040,461170,406019,383639,513775,680758,660482,587266,538584,481867,542082,533121,449807,316751,162599,210487,77752
2015,4000,T,F,0,100725,384328,436054,383145,362533,494570,671515,661973,608203,574832,529068,632027,671142,627514,486042,308585,456075,188104
2015,4000,U,B,0,130449,476143,522403,455525,442011,658530,877875,861609,771008,706058,618871,702572,726743,670521,519642,293270,410027,167339
2015,4000,U,M,0,66871,244830,268147,234366,228436,335703,432801,423944,374433,337409,289141,315233,309649,270278,200248,100871,127049,47868
2015,4000,U,F,0,63579,231313,254257,221159,213575,322827,445074,437665,396575,368649,329730,387339,417095,400243,319394,192399,282979,119471
2015,4000,R,B,0,76573,316225,374821,333639,304161,349815,474397,460847,424461,407358,392064,471537,477520,406800,283150,177914,256535,98517
2015,4000,R,M,0,39426,163210,193023,171653,155203,178072,247957,236538,212833,201175,192727,226849,223473,179529,116503,61728,83438,29885
2015,4000,R,F,0,37147,153015,181798,161987,148958,171743,226441,224309,211628,206183,199338,244688,254048,227272,166648,116187,173097,68633
2015,1135,T,B,23671,94133,108081,84245,81481,106543,152379,152465,136697,125489,117916,138461,146255,133456,98438,62973,78985,33210,26638
2015,1135,T,M,12176,48516,55307,43250,41866,54409,76975,76831,68022,60553,55540,63119,63421,54822,37529,21527,24528,9325,6103
2015,1135,T,F,11495,45617,52774,40995,39615,52134,75404,75634,68675,64936,62376,75342,82834,78634,60910,41446,54457,23886,20535
2015,1135,U,B,11481,43234,50658,39983,40662,52774,77814,79718,72086,65993,59288,68254,72036,68840,54304,33130,42087,17580,15522
2015,1135,U,M,5888,22113,25956,20641,21010,26701,38727,39576,35300,31210,27159,30110,29744,27160,20369,11500,12879,4848,3573
2015,1135,U,F,5594,21122,24703,19342,19652,26074,39087,40143,36786,34783,32130,38145,42292,41680,33935,21630,29209,12732,11950
2015,1135,R,B,12190,50899,57423,44262,40819,53769,74565,72747,64611,59497,58628,70207,74220,64616,44134,29843,36898,15631,11116
2015,1135,R,M,6289,26403,29352,22609,20856,27709,38248,37255,32723,29343,28381,33010,33678,27662,17160,10027,11649,4477,2531
2015,1135,R,F,5901,24496,28071,21653,19963,26061,36317,35492,31889,30154,30247,37197,40542,36955,26975,19816,25249,11154,8586
2015,1167,T,B,5036,18045,20924,16878,17516,24958,34686,35613,31118,28122,24116,26996,29217,28561,22645,13477,16488,7125,6104
2015,1167,T,M,2588,9338,10631,8637,9731,14440,17602,17952,15451,14044,11550,12169,12260,11437,8454,4803,5274,1864,1403
2015,1167,T,F,2448,8707,10293,8242,7785,10518,17084,17661,15667,14078,12567,14827,16958,17124,14191,8674,11214,5261,4701
2015,1167,U,B,4630,16470,19081,15364,16254,23280,32247,33112,28882,26063,22185,24830,26936,26532,21123,12471,15380,6640,5714
2015,1167,U,M,2386,8527,9690,7863,9060,13585,16311,16624,14328,12962,10610,11129,11215,10581,7855,4491,4966,1743,1311
2015,1167,U,F,2245,7943,9391,7501,7194,9695,15937,16488,14555,13102,11575,13701,15721,15951,13268,7981,10414,4897,4403
2015,1167,R,B,406,1575,1843,1514,1262,1678,2439,2501,2236,2059,1932,2166,2282,2029,1522,1006,1108,485,390
2015,1167,R,M,203,811,941,774,671,855,1291,1328,1123,1082,940,1040,1045,856,599,313,308,121,93
2015,1167,R,F,204,764,902,741,592,823,1148,1174,1113,977,992,1126,1237,1173,924,693,800,364,298
2016,1100,T,B,1876792,7526589,8253477,7225213,6613788,8011680,11963278,12182737,10973675,10142453,9092547,9937418,10947186,9363035,7317379,3337956,5031687,2478807,2069949
2016,1100,T,M,964450,3867610,4231241,3697735,3380613,4084487,6069146,6088016,5388885,4895684,4345525,4590508,4847207,3858333,2820422,1151130,1497639,657827,457970
2016,1100,T,F,912342,3658979,4022236,3527479,3233176,3927193,5894133,6094721,5584790,5246769,4747022,5346910,6099979,5504702,4496957,2186826,3534048,1820980,1608734
2016,1100,U,B,1415549,5435288,5880144,5122051,4773374,6071372,9325657,9504788,8502458,7732967,6732480,7191250,7916371,6892735,5536296,2530281,3662764,1760777,1495272
2016,1100,U,M,727377,2793908,3015389,2620942,2428232,3046947,4636473,4678127,4129232,3694903,3174712,3246149,3396151,2750771,2077432,863090,1075827,459211,334758
2016,1100,U,F,688172,2641380,2864755,2501109,2345142,3024426,4689185,4826661,4373227,4038064,3557768,3945101,4520220,4141965,3458865,1667192,2586937,1301566,1160515
2016,1100,R,B,461243,2091301,2373333,2103163,1840415,1940308,2637621,2677949,2471217,2409487,2360067,2746168,3030815,2470300,1781083,807675,1368923,718030,571432
2016,1100,R,M,237073,1073702,1215852,1076793,952381,1037540,1432673,1409889,1259653,1200781,1170813,1344359,1451056,1107563,742991,288041,421812,198616,123213
2016,1100,R,F,224170,1017599,1157482,1026370,888034,902768,1204948,1268060,1211564,1208706,1189254,1401809,1579760,1362738,1038092,519635,947112,519414,448220
2016,3000,T,B,454862,1770151,1900296,1707434,1601434,1962521,3156159,3336786,3083901,2852916,2588214,2797245,3079195,2627123,2156762,1048700,1556552,777570,699134
2016,3000,T,M,233962,910916,975432,874991,821236,1000076,1591725,1651769,1516457,1388013,1244829,1293846,1360325,1079656,829087,365873,464003,207252,159689
2016,3000,T,F,220900,859235,924864,832443,780198,962446,1564435,1685018,1567444,1464903,1343385,1503399,1718870,1547467,1327675,682827,1092550,570318,539445
2016,3000,U,B,385792,1454468,1546395,1387138,1314489,1626235,2648914,2813628,2603408,2381625,2123845,2255926,2468458,2123220,1763878,857094,1225520,598484,544182
2016,3000,U,M,198369,748428,794009,710640,670568,819988,1318903,1374181,1268453,1150170,1012316,1026697,1067174,855038,668828,300499,368295,161880,129864
2016,3000,U,F,187423,706040,752386,676498,643921,806247,1330012,1439447,1334955,1231455,1111530,1229229,1401284,1268182,1095050,556595,857225,436605,414319
2016,3000,R,B,69070,315683,353902,320296,286945,336286,507245,523159,480493,471292,464369,541320,610737,503903,392884,191606,331033,179086,154952
2016,3000,R,M,35594,162488,181423,164351,150668,180088,272822,277588,248004,237843,232514,267149,293151,224618,160259,65374,95708,45373,29826
2016,3000,R,F,33477,153195,172479,155946,136278,156199,234423,245571,232489,233449,231856,274171,317586,279285,232625,126233,235325,133714,125126
2016,1114,T,B,17453,71258,82937,71208,65508,85273,124330,127081,113625,107484,97837,113230,126861,107945,84893,38720,63080,27331,25453
2016,1114,T,M,8991,36611,42685,36543,33166,41902,62061,63780,56247,51669,46445,52299,56593,46011,34261,13509,19248,7610,5405
2016,1114,T,F,8462,34647,40253,34665,32342,43371,62270,63301,57378,55816,51392,60931,70268,61934,50632,25211,43832,19722,20048
2016,1114,U,B,12310,48367,56106,47289,43506,60593,88756,91784,81551,73742,64343,73852,84091,72148,56077,23894,36297,14653,12956
2016,1114,U,M,6291,24765,28745,24382,21826,29421,43313,45486,39935,35089,29828,32793,35879,29758,22094,8318,10946,4087,2901
2016,1114,U,F,6019,23602,27361,22907,21681,31173,45444,46299,41616,38653,34515,41059,48212,42390,33983,15577,25352,10566,10055
2016,1114,R,B,5144,22891,26832,23919,22002,24680,35574,35297,32074,33743,33494,39378,42771,35797,28816,14826,26783,12679,12497
2016,1114,R,M,2700,11846,13940,12161,11341,12481,18748,18295,16313,16580,16617,19506,20714,16253,12167,5191,8303,3523,2504
2016,1114,R,F,2444,11045,12892,11759,10661,12199,16826,17002,15762,17163,16878,19872,22057,19545,16649,9635,18480,9156,9994
2016,1115,T,B,13619,55039,67556,58527,52804,65291,94350,95636,87586,85076,81797,90029,100224,84212,65652,30441,47230,25010,23062
2016,1115,T,M,7025,28294,34782,30154,27048,33048,47986,48473,43138,41035,38895,41987,44401,34449,24780,9872,12935,6052,4463
2016,1115,T,F,6594,26746,32774,28373,25756,32243,46364,47164,44448,44041,42902,48042,55823,49764,40873,20569,34295,18958,18599
2016,1115,U,B,10073,37032,47662,41207,37765,45173,65773,69272,63979,60698,55869,61113,69544,60840,48294,21200,31603,15216,13961
2016,1115,U,M,5150,18988,24569,21278,19111,22752,33086,34747,31151,28822,25796,27279,29243,23894,17845,6866,8628,3717,2765
2016,1115,U,F,4923,18044,23093,19929,18655,22421,32687,34526,32828,31876,30073,33834,40302,36946,30450,14334,22975,11500,11196
2016,1115,R,B,3546,18007,19894,17320,15039,20118,28577,26364,23607,24378,25928,28916,30680,23373,17358,9242,15627,9794,9101
2016,1115,R,M,1875,9306,10213,8876,7938,10296,14900,13726,11987,12213,13100,14708,15158,10555,6935,3006,4307,2335,1698
2016,1115,R,F,1671,8702,9681,8444,7102,9822,13677,12638,11620,12165,12829,14209,15522,12818,10423,6236,11321,7459,7403
2016,1117,T,B,15776,62559,72090,64278,59239,70109,104311,109857,102238,97153,88100,99708,113986,102126,81491,37846,58803,30010,23707
2016,1117,T,M,8144,32163,37127,32924,31123,37288,53853,56413,51069,47092,41347,44885,48609,40113,29721,11906,15484,6846,4398
2016,1117,T,F,7632,30397,34963,31354,28117,32821,50459,53445,51170,50061,46753,54823,65377,62013,51771,25940,43319,23164,19310
2016,1117,U,B,12946,49276,56644,50460,47232,55692,82634,87686,81347,77192,68716,76373,86548,78543,63487,29263,43962,21782,17050
2016,1117,U,M,6691,25303,29077,25875,24582,29084,42128,44367,40123,36867,31742,33687,35991,29989,22585,8974,11364,4886,3163
2016,1117,U,F,6255,23973,27567,24586,22650,26608,40507,43320,41225,40325,36975,42687,50557,48554,40902,20290,32598,16896,13887
2016,1117,R,B,2831,13283,15447,13818,12008,14417,21677,22171,20891,19961,19384,23335,27438,23583,18005,8583,14841,8228,6658
2016,1117,R,M,1454,6860,8051,7050,6541,8204,11725,12046,10946,10225,9606,11199,12618,10124,7136,2933,4120,1960,1235
2016,1117,R,F,1377,6424,7396,6768,5467,6213,9952,10125,9945,9736,9779,12136,14820,13459,10869,5651,10721,6268,5423
2016,1120,T,B,25283,100614,112542,98736,101198,136925,188845,188130,166181,157810,146459,166073,190988,162780,131396,61466,101396,50729,46896
2016,1120,T,M,13081,51546,57940,50750,52745,70898,94997,94782,82247,76154,70154,77051,85295,68438,50954,20600,29983,13316,10233
2016,1120,T,F,12202,49068,54603,47986,48453,66028,93848,93348,83934,81656,76306,89023,105694,94342,80442,40866,71414,37413,36663
2016,1120,U,B,18534,68083,74487,63277,69625,103428,137452,133145,115657,106727,95235,106331,123068,107769,88402,39568,61667,29405,27834
2016,1120,U,M,9593,34893,38444,32515,36556,53596,67575,65727,56514,50724,44369,47427,52481,43654,33433,13181,18146,7598,6219
2016,1120,U,F,8942,33190,36043,30762,33069,49832,69877,67419,59144,56003,50867,58904,70587,64115,54970,26387,43522,21807,21615
2016,1120,R,B,6749,32531,38055,35459,31573,33498,51393,54985,50524,51084,51224,59743,67921,55011,42994,21898,39729,21324,19062
2016,1120,R,M,3489,16654,19496,18236,16189,17302,27422,29055,25734,25430,25785,29624,32814,24785,17522,7419,11837,5718,4014
2016,1120,R,F,3260,15878,18560,17224,15384,16196,23971,25930,24791,25654,25439,30119,35107,30227,25472,14480,27892,15606,15048
2016,1124,T,B,11389,45720,53042,47166,41158,55278,82552,79861,74039,73252,66189,72431,79311,74779,60042,25863,43217,22720,18498
2016,1124,T,M,5873,23342,27101,24196,21129,28789,42834,41232,36684,35381,30986,32917,33839,28907,21647,7968,11139,4830,3214
2016,1124,T,F,5517,22378,25942,22970,20030,26490,39718,38630,37356,37871,35204,39514,45472,45872,38395,17895,32078,17891,15284
2016,1124,U,B,9712,38015,44396,39354,34493,46805,67883,64884,60664,60273,53661,57128,61726,59541,48740,20897,34381,17673,14673
2016,1124,U,M,4974,19353,22729,20160,17707,24454,34187,32286,28929,28172,24445,25357,25464,22145,17043,6307,8563,3649,2475
2016,1124,U,F,4738,18662,21667,19194,16786,22351,33697,32599,31736,32101,29216,31772,36262,37396,31698,14590,25818,14024,12199
2016,1124,R,B,1677,7705,8646,7813,6666,8474,14669,14977,13375,12979,12529,15303,17585,15238,11302,4966,8836,5048,3825
2016,1124,R,M,899,3989,4372,4037,3422,4335,8648,8946,7755,7209,6541,7561,8375,6762,4605,1661,2576,1181,740
2016,1124,R,F,779,3716,4275,3776,3244,4139,6021,6031,5620,5770,5988,7742,9210,8476,6698,3305,6261,3867,3085
2016,1129,T,B,12467,47161,51254,45250,40909,50733,81296,84148,75697,70378,64460,73159,83258,71051,57022,26419,40661,19883,16970
2016,1129,T,M,6370,24249,26246,22998,21201,26558,42410,43893,38263,34261,30982,33603,36593,28971,21823,8833,11607,4974,3281
2016,1129,T,F,6098,22912,25008,22252,19708,24175,38887,40255,37434,36117,33478,39556,46666,42080,35200,17587,29055,14909,13689
2016,1129,U,B,9857,35368,38461,34067,30848,38655,62361,65075,58644,54327,48913,55554,63088,54840,44336,20027,29913,14083,11718
2016,1129,U,M,5018,18155,19703,17305,15934,19940,32232,33616,29138,25955,23057,24819,26751,21701,16604,6630,8567,3556,2365
2016,1129,U,F,4839,17213,18758,16762,14914,18716,30130,31459,29506,28372,25856,30736,36337,33139,27732,13397,21346,10527,9354
2016,1129,R,B,2611,11793,12794,11183,10061,12078,18935,19073,17053,16051,15547,17605,20170,16211,12687,6393,10749,5800,5252
2016,1129,R,M,1352,6094,6544,5693,5267,6619,10178,10278,9125,8306,7925,8785,9842,7270,5219,2203,3040,1418,917
2016,1129,R,F,1259,5699,6250,5490,4794,5460,8757,8796,7928,7745,7622,8821,10329,8941,7468,4190,7709,4382,4335
2016,1134,T,B,7938,32952,37537,32600,28617,31797,46206,50450,47186,44454,40338,47128,56007,47519,35863,14555,24948,13710,10003
2016,1134,T,M,4057,16945,19194,16639,14581,16668,24090,25664,23319,21339,18987,21735,24728,19605,13815,4845,6679,3145,1816
2016,1134,T,F,3881,16007,18344,15961,14036,15130,22116,24787,23867,23115,21351,25394,31279,27914,22048,9711,18269,10565,8187
2016,1134,U,B,6137,23838,27994,23681,21225,24267,35703,39671,35590,32279,27949,31342,36656,31860,24864,10250,17041,8955,6650
2016,1134,U,M,3110,12215,14295,12066,10816,12564,17741,19514,17336,15302,12904,14043,15418,12558,9208,3295,4393,1992,1245
2016,1134,U,F,3027,11623,13699,11616,10409,11704,17962,20157,18254,16978,15045,17299,21238,19302,15657,6955,12649,6964,5406
2016,1134,R,B,1801,9114,9544,8919,7392,7530,10503,10780,11596,12175,12389,15787,19352,15659,10999,4306,7907,4755,3353
2016,1134,R,M,947,4730,4899,4574,3765,4104,6349,6150,5983,6037,6083,7692,9311,7047,4608,1550,2287,1154,571
2016,1134,R,F,854,4384,4645,4346,3627,3426,4155,4630,5613,6138,6306,8095,10041,8612,6391,2756,5621,3601,2782
2016,1138,T,B,12787,52846,58661,50482,50916,61576,81641,84541,78107,76759,72162,83601,96868,81045,62018,28951,46562,22664,19275
2016,1138,T,M,6511,27193,29936,25880,25931,30574,40567,42482,37804,36633,34056,38736,43324,33658,23703,9451,12906,5677,3855
2016,1138,T,F,6276,25653,28725,24602,24986,31002,41074,42060,40303,40126,38106,44866,53544,47387,38316,19500,33656,16987,15420
2016,1138,U,B,9354,35697,40152,33536,34653,46506,61348,62713,57115,52837,46096,52752,62427,54505,41492,17318,26037,11769,10785
2016,1138,U,M,4772,18291,20471,17207,17350,22333,29287,30671,27301,24923,21117,23190,26142,21647,15445,5733,7188,2880,2106
2016,1138,U,F,4583,17406,19681,16329,17303,24173,32061,32043,29814,27914,24979,29562,36286,32858,26047,11586,18849,8889,8679
2016,1138,R,B,3433,17149,18509,16946,16264,15070,20293,21828,20992,23922,26066,30850,34441,26540,20526,11633,20525,10895,8490
2016,1138,R,M,1740,8902,9465,8673,8581,8242,11280,11811,10503,11710,12939,15546,17182,12011,8258,3718,5718,2797,1750
2016,1138,R,F,1694,8247,9044,8273,7683,6829,9013,10017,10489,12212,13127,15304,17259,14529,12269,7915,14807,8098,6741
2016,1142,T,B,13140,52729,61711,55407,48257,56380,86203,92298,83486,81276,76134,85314,97236,81615,64250,30790,47121,23511,19303
2016,1142,T,M,6746,27117,31477,28638,24568,27775,43221,46519,41530,39289,36484,39504,43507,33853,24607,10026,13285,5850,3812
2016,1142,T,F,6395,25612,30234,26770,23689,28605,42983,45780,41956,41987,39651,45810,53730,47763,39644,20764,33836,17661,15491
2016,1142,U,B,9018,33804,39553,35107,30190,36020,58913,64559,57670,54261,48129,52574,60321,52178,40929,19100,27400,12614,10016
2016,1142,U,M,4605,17371,20318,18236,15295,17402,29031,32013,28380,26005,22484,23464,25670,20631,15079,6077,7695,3130,2136
2016,1142,U,F,4413,16433,19235,16871,14895,18618,29882,32547,29291,28256,25646,29110,34651,31547,25850,13023,19705,9484,7880
2016,1142,R,B,4123,18926,22158,20300,18068,20360,27290,27739,25816,27015,28005,32740,36916,29437,23322,11690,19722,10897,9287
2016,1142,R,M,2141,9746,11159,10402,9273,10373,14190,14506,13150,13284,14000,16040,17837,13222,9528,3949,5590,2720,1676
2016,1142,R,F,1982,9180,11000,9899,8795,9988,13101,13233,12666,13731,14005,16700,19079,16216,13794,7742,14132,8177,7611
2016,1146,T,B,98032,368144,378573,332428,301992,375552,614946,680742,625026,554981,479502,508833,540422,467198,372672,177895,265754,127137,101234
2016,1146,T,M,50288,189781,194362,171050,158698,201120,311709,332804,305508,270656,230535,232759,236030,189319,140354,60114,76441,32013,22221
2016,1146,T,F,47744,178363,184211,161378,143295,174432,303237,347939,319518,284325,248968,276074,304392,277879,232319,117782,189313,95125,79014
2016,1146,U,B,84721,309387,311087,271484,244842,302095,503834,559229,515892,458822,393292,411842,433274,376552,303317,144879,212850,101303,78701
